mu,beta,c,epsilon,n,d,f,alpha,a,kA,e_T,e_R,g,b_T,b_R,kB,Error,EntryNumber
1e+05,0.3,0.0206,0.097946,1,1000,1.3863,33914,0.00043754,6.9875e+05,100,1657,0,0.48933,0.2927,61767,6078.4,1
