5.3079e+05,4.1275e+05,121.83,5.3068e+05,3.774e+05,16.791,0.69949,111.91,35347,389.03,0.99941,0.0046861
5.3387e+05,4.2254e+05,121.7,5.3377e+05,3.8567e+05,16.656,0.69384,106.45,36873,386.74,0.99942,0.0047611
5.368e+05,4.3219e+05,121.56,5.367e+05,3.9378e+05,16.522,0.68825,101.27,38410,384.47,0.99944,0.0048372
5.3958e+05,4.417e+05,121.43,5.3948e+05,4.0174e+05,16.389,0.6827,96.333,39958,382.22,0.99945,0.0049144
5.4221e+05,4.5105e+05,121.3,5.4212e+05,4.0953e+05,16.257,0.6772,91.641,41516,379.98,0.99946,0.0049927
5.4472e+05,4.6024e+05,121.16,5.4463e+05,4.1716e+05,16.126,0.67173,87.177,43081,377.76,0.99947,0.0050722
5.471e+05,4.6929e+05,121.03,5.4702e+05,4.2464e+05,15.996,0.66632,82.929,44653,375.56,0.99948,0.0051529
5.4936e+05,4.7818e+05,120.9,5.4928e+05,4.3195e+05,15.867,0.66094,78.888,46231,373.38,0.99949,0.0052347
5.5151e+05,4.8692e+05,120.77,5.5143e+05,4.391e+05,15.739,0.65562,75.045,47812,371.21,0.9995,0.0053178
5.5355e+05,4.955e+05,120.63,5.5348e+05,4.461e+05,15.612,0.65033,71.388,49397,369.06,0.99951,0.0054021
5.5548e+05,5.0393e+05,120.5,5.5542e+05,4.5294e+05,15.486,0.64508,67.91,50984,366.92,0.99952,0.0054876
5.5732e+05,5.122e+05,120.37,5.5726e+05,4.5963e+05,15.362,0.63988,64.601,52572,364.8,0.99953,0.0055743
5.5907e+05,5.2032e+05,120.24,5.5901e+05,4.6616e+05,15.238,0.63472,61.453,54160,362.7,0.99954,0.0056623
5.6073e+05,5.2829e+05,120.11,5.6067e+05,4.7254e+05,15.115,0.6296,58.459,55747,360.61,0.99955,0.0057516
5.6231e+05,5.3611e+05,119.97,5.6225e+05,4.7878e+05,14.993,0.62453,55.61,57332,358.54,0.99955,0.0058422
5.6381e+05,5.4377e+05,119.84,5.6375e+05,4.8486e+05,14.873,0.61949,52.901,58914,356.48,0.99956,0.005934
5.6523e+05,5.5129e+05,119.71,5.6518e+05,4.9079e+05,14.753,0.6145,50.323,60492,354.44,0.99957,0.0060272
5.6658e+05,5.5865e+05,119.58,5.6653e+05,4.9658e+05,14.634,0.60954,47.871,62065,352.42,0.99957,0.0061217
5.6786e+05,5.6587e+05,119.45,5.6782e+05,5.0223e+05,14.516,0.60463,45.539,63633,350.41,0.99958,0.0062176
5.6908e+05,5.7294e+05,119.32,5.6904e+05,5.0774e+05,14.399,0.59975,43.32,65195,348.42,0.99958,0.0063149
5.7024e+05,5.7986e+05,119.19,5.702e+05,5.1311e+05,14.283,0.59491,41.209,66750,346.44,0.99959,0.0064135
5.7134e+05,5.8665e+05,119.06,5.713e+05,5.1835e+05,14.168,0.59012,39.201,68297,344.48,0.99959,0.0065135
5.7238e+05,5.9329e+05,118.93,5.7235e+05,5.2345e+05,14.054,0.58536,37.291,69836,342.53,0.9996,0.0066149
5.7338e+05,5.9979e+05,118.8,5.7334e+05,5.2842e+05,13.941,0.58064,35.474,71366,340.6,0.9996,0.0067177
5.7432e+05,6.0615e+05,118.67,5.7429e+05,5.3326e+05,13.828,0.57596,33.746,72886,338.68,0.99961,0.006822
5.7521e+05,6.1238e+05,118.54,5.7518e+05,5.3798e+05,13.717,0.57131,32.101,74396,336.77,0.99961,0.0069278
5.7606e+05,6.1847e+05,118.41,5.7603e+05,5.4257e+05,13.606,0.56671,30.538,75896,334.88,0.99962,0.007035
5.7687e+05,6.2443e+05,118.28,5.7684e+05,5.4704e+05,13.497,0.56214,29.05,77384,333.01,0.99962,0.0071437
5.7764e+05,6.3026e+05,118.15,5.7761e+05,5.5139e+05,13.388,0.5576,27.634,78861,331.15,0.99963,0.0072539
5.7837e+05,6.3596e+05,118.02,5.7834e+05,5.5563e+05,13.28,0.55311,26.288,80326,329.3,0.99963,0.0073656
5.7906e+05,6.4153e+05,117.89,5.7903e+05,5.5975e+05,13.173,0.54865,25.007,81778,327.47,0.99963,0.0074788
5.7972e+05,6.4698e+05,117.76,5.7969e+05,5.6376e+05,13.067,0.54422,23.789,83217,325.65,0.99964,0.0075936
5.8034e+05,6.5231e+05,117.63,5.8032e+05,5.6766e+05,12.962,0.53984,22.63,84643,323.84,0.99964,0.0077099
5.8093e+05,6.5751e+05,117.5,5.8091e+05,5.7146e+05,12.857,0.53548,21.527,86055,322.05,0.99964,0.0078278
5.815e+05,6.626e+05,117.37,5.8148e+05,5.7515e+05,12.754,0.53116,20.478,87453,320.27,0.99965,0.0079474
5.8203e+05,6.6757e+05,117.24,5.8201e+05,5.7873e+05,12.651,0.52688,19.481,88837,318.51,0.99965,0.0080685
5.8254e+05,6.7243e+05,117.12,5.8252e+05,5.8222e+05,12.549,0.52263,18.531,90207,316.76,0.99965,0.0081912
5.8302e+05,6.7717e+05,116.99,5.83e+05,5.8561e+05,12.448,0.51842,17.628,91562,315.02,0.99965,0.0083156
5.8348e+05,6.8181e+05,116.86,5.8346e+05,5.8891e+05,12.348,0.51424,16.77,92902,313.29,0.99966,0.0084416
5.8391e+05,6.8634e+05,116.73,5.839e+05,5.9211e+05,12.248,0.51009,15.952,94226,311.58,0.99966,0.0085692
5.8433e+05,6.9076e+05,116.6,5.8431e+05,5.9522e+05,12.15,0.50598,15.175,95535,309.88,0.99966,0.0086986
5.8472e+05,6.9507e+05,116.48,5.8471e+05,5.9824e+05,12.052,0.5019,14.436,96829,308.19,0.99966,0.0088297
5.8509e+05,6.9929e+05,116.35,5.8508e+05,6.0118e+05,11.955,0.49785,13.732,98107,306.52,0.99967,0.0089624
5.8545e+05,7.034e+05,116.22,5.8543e+05,6.0403e+05,11.858,0.49384,13.063,99369,304.86,0.99967,0.0090969
5.8578e+05,7.0742e+05,116.09,5.8577e+05,6.0681e+05,11.763,0.48986,12.427,1.0062e+05,303.21,0.99967,0.0092331
5.861e+05,7.1134e+05,115.97,5.8609e+05,6.095e+05,11.668,0.48591,11.821,1.0185e+05,301.58,0.99967,0.0093711
5.8641e+05,7.1517e+05,115.84,5.864e+05,6.1211e+05,11.574,0.48199,11.245,1.0306e+05,299.95,0.99968,0.0095108
5.867e+05,7.1891e+05,115.71,5.8668e+05,6.1465e+05,11.481,0.4781,10.697,1.0426e+05,298.34,0.99968,0.0096523
5.8697e+05,7.2255e+05,115.59,5.8696e+05,6.1711e+05,11.388,0.47425,10.176,1.0544e+05,296.74,0.99968,0.0097956
5.8723e+05,7.2611e+05,115.46,5.8722e+05,6.195e+05,11.297,0.47042,9.6805,1.0661e+05,295.15,0.99968,0.0099407
5.8748e+05,7.2958e+05,115.33,5.8747e+05,6.2182e+05,11.206,0.46663,9.2088,1.0775e+05,293.58,0.99968,0.010088
5.8771e+05,7.3296e+05,115.21,5.877e+05,6.2407e+05,11.115,0.46287,8.7602,1.0889e+05,292.01,0.99969,0.010236
5.8793e+05,7.3626e+05,115.08,5.8793e+05,6.2626e+05,11.026,0.45913,8.3334,1.1e+05,290.46,0.99969,0.010387
5.8815e+05,7.3949e+05,114.95,5.8814e+05,6.2838e+05,10.937,0.45543,7.9274,1.111e+05,288.92,0.99969,0.010539
5.8835e+05,7.4263e+05,114.83,5.8834e+05,6.3044e+05,10.849,0.45176,7.5412,1.1219e+05,287.39,0.99969,0.010694
5.8854e+05,7.4569e+05,114.7,5.8853e+05,6.3244e+05,10.762,0.44812,7.1738,1.1326e+05,285.88,0.99969,0.01085
5.8872e+05,7.4868e+05,114.58,5.8871e+05,6.3438e+05,10.675,0.4445,6.8243,1.1431e+05,284.37,0.99969,0.011008
5.8889e+05,7.516e+05,114.45,5.8888e+05,6.3626e+05,10.589,0.44092,6.4918,1.1534e+05,282.88,0.9997,0.011168
5.8905e+05,7.5444e+05,114.33,5.8905e+05,6.3808e+05,10.504,0.43736,6.1755,1.1636e+05,281.39,0.9997,0.01133
5.8921e+05,7.5721e+05,114.2,5.892e+05,6.3985e+05,10.419,0.43384,5.8746,1.1737e+05,279.92,0.9997,0.011494
5.8936e+05,7.5992e+05,114.08,5.8935e+05,6.4156e+05,10.335,0.43034,5.5884,1.1836e+05,278.46,0.9997,0.011659
5.895e+05,7.6255e+05,113.95,5.8949e+05,6.4323e+05,10.252,0.42687,5.3161,1.1933e+05,277.01,0.9997,0.011827
5.8963e+05,7.6512e+05,113.83,5.8962e+05,6.4484e+05,10.169,0.42343,5.0571,1.2028e+05,275.57,0.9997,0.011997
5.8976e+05,7.6763e+05,113.7,5.8975e+05,6.464e+05,10.088,0.42001,4.8108,1.2122e+05,274.14,0.9997,0.012168
5.8988e+05,7.7007e+05,113.58,5.8987e+05,6.4792e+05,10.006,0.41663,4.5764,1.2215e+05,272.72,0.99971,0.012342
5.8999e+05,7.7245e+05,113.45,5.8999e+05,6.4939e+05,9.9257,0.41327,4.3534,1.2306e+05,271.31,0.99971,0.012517
5.901e+05,7.7477e+05,113.33,5.9009e+05,6.5081e+05,9.8458,0.40993,4.1413,1.2395e+05,269.92,0.99971,0.012695
5.902e+05,7.7703e+05,113.2,5.902e+05,6.522e+05,9.7665,0.40663,3.9395,1.2483e+05,268.53,0.99971,0.012874
5.903e+05,7.7923e+05,113.08,5.903e+05,6.5354e+05,9.6878,0.40335,3.7476,1.257e+05,267.15,0.99971,0.013056
5.9039e+05,7.8138e+05,112.96,5.9039e+05,6.5483e+05,9.6098,0.4001,3.565,1.2655e+05,265.79,0.99971,0.01324
5.9048e+05,7.8348e+05,112.83,5.9048e+05,6.5609e+05,9.5324,0.39687,3.3913,1.2738e+05,264.43,0.99971,0.013425
5.9056e+05,7.8552e+05,112.71,5.9056e+05,6.5731e+05,9.4557,0.39367,3.2261,1.282e+05,263.08,0.99971,0.013613
5.9064e+05,7.875e+05,112.58,5.9064e+05,6.5849e+05,9.3795,0.3905,3.0689,1.2901e+05,261.75,0.99971,0.013802
5.9072e+05,7.8944e+05,112.46,5.9072e+05,6.5964e+05,9.304,0.38735,2.9194,1.298e+05,260.42,0.99972,0.013994
5.9079e+05,7.9133e+05,112.34,5.9079e+05,6.6075e+05,9.2291,0.38423,2.7771,1.3058e+05,259.1,0.99972,0.014188
5.9086e+05,7.9317e+05,112.22,5.9086e+05,6.6183e+05,9.1548,0.38113,2.6418,1.3134e+05,257.8,0.99972,0.014384
5.9092e+05,7.9496e+05,112.09,5.9092e+05,6.6287e+05,9.0811,0.37805,2.5132,1.3209e+05,256.5,0.99972,0.014581
5.9098e+05,7.967e+05,111.97,5.9098e+05,6.6388e+05,9.0079,0.37501,2.3907,1.3283e+05,255.21,0.99972,0.014781
5.9104e+05,7.9841e+05,111.85,5.9104e+05,6.6486e+05,8.9354,0.37198,2.2742,1.3355e+05,253.94,0.99972,0.014983
5.911e+05,8.0006e+05,111.72,5.911e+05,6.658e+05,8.8635,0.36898,2.1635,1.3426e+05,252.67,0.99972,0.015187
5.9115e+05,8.0168e+05,111.6,5.9115e+05,6.6672e+05,8.7921,0.36601,2.0581,1.3496e+05,251.41,0.99972,0.015393
5.912e+05,8.0325e+05,111.48,5.912e+05,6.6761e+05,8.7213,0.36306,1.9578,1.3564e+05,250.16,0.99972,0.015601
5.9125e+05,8.0478e+05,111.36,5.9125e+05,6.6847e+05,8.6511,0.36013,1.8624,1.3631e+05,248.92,0.99972,0.015812
5.9129e+05,8.0627e+05,111.24,5.9129e+05,6.6931e+05,8.5814,0.35723,1.7717,1.3697e+05,247.69,0.99972,0.016024
5.9134e+05,8.0773e+05,111.11,5.9133e+05,6.7011e+05,8.5123,0.35435,1.6853,1.3761e+05,246.47,0.99972,0.016238
5.9138e+05,8.0914e+05,110.99,5.9137e+05,6.709e+05,8.4438,0.35149,1.6032,1.3824e+05,245.25,0.99973,0.016455
5.9141e+05,8.1052e+05,110.87,5.9141e+05,6.7166e+05,8.3758,0.34865,1.5251,1.3887e+05,244.05,0.99973,0.016673
5.9145e+05,8.1186e+05,110.75,5.9145e+05,6.7239e+05,8.3084,0.34584,1.4508,1.3947e+05,242.85,0.99973,0.016894
5.9149e+05,8.1317e+05,110.63,5.9148e+05,6.731e+05,8.2415,0.34305,1.3801,1.4007e+05,241.67,0.99973,0.017116
5.9152e+05,8.1445e+05,110.51,5.9152e+05,6.7379e+05,8.1751,0.34029,1.3129,1.4066e+05,240.49,0.99973,0.017341
5.9155e+05,8.1569e+05,110.39,5.9155e+05,6.7446e+05,8.1093,0.33754,1.2489,1.4123e+05,239.32,0.99973,0.017568
5.9158e+05,8.169e+05,110.26,5.9158e+05,6.751e+05,8.044,0.33482,1.1881,1.4179e+05,238.16,0.99973,0.017796
5.9161e+05,8.1807e+05,110.14,5.9161e+05,6.7573e+05,7.9793,0.33212,1.1302,1.4234e+05,237.01,0.99973,0.018027
5.9163e+05,8.1922e+05,110.02,5.9163e+05,6.7633e+05,7.915,0.32944,1.0751,1.4288e+05,235.86,0.99973,0.01826
5.9166e+05,8.2033e+05,109.9,5.9166e+05,6.7692e+05,7.8513,0.32679,1.0227,1.4341e+05,234.73,0.99973,0.018495
5.9168e+05,8.2142e+05,109.78,5.9168e+05,6.7749e+05,7.7881,0.32415,0.9729,1.4393e+05,233.6,0.99973,0.018732
5.9171e+05,8.2248e+05,109.66,5.9171e+05,6.7804e+05,7.7254,0.32154,0.92549,1.4444e+05,232.48,0.99973,0.01897
5.9173e+05,8.2351e+05,109.54,5.9173e+05,6.7857e+05,7.6632,0.31895,0.8804,1.4494e+05,231.37,0.99973,0.019211
5.9175e+05,8.2451e+05,109.42,5.9175e+05,6.7908e+05,7.6015,0.31637,0.8375,1.4543e+05,230.27,0.99973,0.019454
