mu,beta,c,epsilon,n,d,f,alpha,a,kA,e_T,e_R,g,b_T,b_R,Error,EntryNumber,error2
2920200,0.0014984,0.00056013,0.6,1,1000,1000,1.8748,4.9981E-10,445590000,6.4498,7.0955,0.039919,0.053755,0.028726,3971.7,1,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,6.4269,3.7547E-10,119000000,5.2038,9.4332,0.039918,0.053752,0.028714,3971.7,2,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,9.4763,4.3515E-10,505960000,9.8755,9.8984,0.039918,0.053751,0.028719,3971.7,3,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,0.8454,4.9988E-10,840720000,2.4333,8.1823,0.039918,0.053751,0.028704,3971.7,4,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,3.0209,4.9931E-10,616040000,5.0958,3.3037,0.03992,0.053747,0.02871,3971.7,5,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,9.1587,4.9079E-10,757200000,7.5826,3.7941,0.03992,0.053751,0.028716,3971.7,6,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,0.20064,2.024E-11,934010000,1.5426,5.6338,0.03992,0.053752,0.028704,3971.7,7,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,1.55,4.9995E-10,311220000,5.4622,1.6132,0.039919,0.053752,0.028706,3971.7,8,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,6.2234,4.9958E-10,450540000,3.3664,3.3119,0.039919,0.053754,0.028714,3971.7,9,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,5.5012,5.0184E-10,78176000,4.3418,0.89765,0.039919,0.053752,0.028711,3971.7,10,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,7.8057,4.9977E-10,84436000,4.0991,2.9244,0.039919,0.053751,0.028716,3971.7,11,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,3.524,3.8606E-10,145540000,3.5256,3.6298,0.039919,0.053751,0.028709,3971.7,12,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,8.514,4.9908E-10,350950000,5.1139,4.0013,0.039915,0.053759,0.028722,3971.7,13,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,1.4343,4.9933E-10,417270000,2.2948,5.1741,0.03992,0.053753,0.028705,3971.7,14,
2920200,0.0014984,0.00056013,0.6,1,1000,1000,8.1558,4.8851E-10,126990000,9.1438,6.3926,0.039917,0.053756,0.028718,3971.7,15,3971.7
2920200,0.0014984,0.00056013,0.6,1,1000,1000,9.9244,4.9986E-10,157610000,9.8082,9.9485,0.039915,0.053737,0.028723,3971.7,16,3971.7
2920200,0.0014984,0.00056013,0.6,1,1000,1000,4.7044,4.4817E-10,792210000,9.3141,5.8119,0.039919,0.053753,0.028711,3971.7,17,3971.7
2920200,0.0014984,0.00056013,0.6,1,1000,1000,6.3242,3.398E-10,743130000,3.3389,6.6529,0.039919,0.053753,0.028713,3971.7,18,3971.7
2920200,0.0014984,0.00056013,0.6,1,1000,1000,2.8305,4.9997E-10,97132000,8.4713,6.9629,0.039868,0.053867,0.02876,3971.7,19,3971.7
2920200,0.0014984,0.00056013,0.6,1,1000,1000,4.4935,5.0074E-10,765520000,7.5816,1.129,0.039919,0.053753,0.02871,3971.7,20,3971.7
