mu,beta,c,epsilon,n,d,f,alpha,a,kA,e_T,e_R,g,b_T,b_R,Error,EntryNumber,error2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,4.0736e+05,6.8078e-09,1.2702e+08,9.5751e+06,9.6489e+06,0.038732,1.3925e+05,2.7344e+05,3991.2,1,3991.2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,78806,1.4558e-08,9.5717e+08,7.9221e+06,9.5949e+06,0.039622,2.1088e+05,4.5787e+05,3991.2,2,3991.2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,3.3201e+05,1.4633e-08,8.4914e+08,9.7244e+05,8.2347e+06,0.039676,3.7421e+05,2.0384e+05,3991.2,3,3991.2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,3.4741e+05,1.4665e-08,9.5022e+08,1.8687e+06,4.8976e+06,0.041239,3.8275e+05,3.976e+05,3991.2,4,3991.2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,2.2279e+05,1.4633e-08,7.0938e+08,1.19e+06,4.9836e+06,0.039621,3.2755e+05,81306,3991.2,5,3991.2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,4.7987e+05,2.4242e-08,5.8528e+08,8.909e+06,9.5929e+06,0.038722,2.5298e+05,3.4954e+05,3991.2,6,3991.2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,2.7361e+05,1.4633e-08,1.4933e+08,1.966e+06,2.5108e+06,0.039853,4.0714e+05,1.2176e+05,3991.2,7,3991.2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,3.0802e+05,1.4633e-08,3.5168e+08,3.8045e+06,5.6782e+06,0.040569,4.586e+05,1.4292e+05,3991.2,8,3991.2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,37916,1.463e-08,5.3082e+08,1.1903e+05,3.3712e+06,0.039407,2.8441e+05,2.347e+05,3991.2,9,3991.2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,81091,1.4636e-08,3.1124e+08,6.8921e+06,7.4815e+06,0.60197,1.3149e+05,3.2704e+05,4001.9,10,4001.9
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,2.2527e+05,1.4633e-08,2.2901e+08,7.8176e+05,4.4268e+06,0.52513,2.6917e+05,4.9807e+05,4001.7,11,4001.7
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,53326,1.4633e-08,4.6733e+06,2.5987e+06,8.0007e+06,0.77511,42218,1.9989e+05,4002.3,12,4002.3
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1000,2.1636e+05,1.4633e-08,1.8188e+08,3.5095e+06,5.1326e+06,0.13015,4.3367e+05,2.9147e+05,3996.6,13,3996.6
