mu,beta,c,epsilon,n,d,f,alpha,a,kA,e_T,e_R,g,b_T,b_R,Error,EntryNumber,error2
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,4.4747e+05,2.0911e-09,2.4252e+08,9.3371e+05,3.0737e+06,0.085998,4.486e+05,98329,1.0727e+16,63,1.0727e+16
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,2.2803e+05,2.9755e-09,9.9539e+08,5.0543e+06,7.6143e+06,0.062045,1.4912e+05,23176,2.0799e+16,64,2.0799e+16
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,3.182e+05,2.6504e-09,8.0899e+07,5.0287e+05,6.6783e+06,0.91785,1.3645,4.3601e+05,9.1868e+13,65,9.1868e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,2.8411e+05,1.4569e-08,7.2972e+08,5.9987e+06,7.428e+06,0.94959,4.2917e+05,4.9742e+05,9.1776e+13,66,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,58801,1.3764e-08,5.4956e+08,7.4285e+05,7.6904e+05,0.94938,3.7925e+05,25868,9.1776e+13,67,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,4.9999e+05,2.5657e-08,6.8373e+08,2.9788e+06,6.5492e+06,0.43479,35471,2238.8,2.5267e+14,68,2.5267e+14
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,3.6255e+05,2.9213e-08,7.4004e+08,3.69e+06,3.6973e+06,0.94938,4.3421e+05,44269,9.1776e+13,69,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,48747,1.7567e-08,7.8937e+08,3.8768e+06,5.5127e+06,0.36105,1929.8,35150,3.955e+14,70,3.955e+14
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,2.2075e+05,2.9121e-08,4.845e+08,1.0597e+06,3.2043e+06,0.95412,1.2395e+05,5e+05,9.1779e+13,71,9.1779e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,1.3615e+05,2.9265e-08,9.6442e+08,1.1214e+06,9.3381e+06,0.94927,2.0419e+05,2.9343e+05,9.1776e+13,72,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,2.2763e+05,7.7722e-09,7.9784e+08,4.4772e+06,6.134e+06,0.94876,97323,27.984,9.1726e+13,73,9.1726e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,29702,9.2425e-09,7.7273e+08,4.2311e+06,6.5557e+06,0.49124,46176,3910.1,1.9192e+14,74,1.9192e+14
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,3.6146e+05,1.5546e-08,1.0885e+08,1.6825e+06,1.9625e+06,0.1343,49297,71014,4.1298e+15,75,4.1298e+15
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,1.1381e+05,1.3934e-10,2.1759e+08,1.5621e+06,6.2253e+06,0.95203,2.1282e+05,691.53,9.1775e+13,76,9.1775e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,3.6857e+05,3.0906e-09,2.5782e+08,4.0171e+06,6.1948e+06,0.94912,1.3711e+05,3.4829e+05,9.1776e+13,77,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,75297,4.6454e-12,1.6117e+08,5.1789e+06,8.2487e+06,0.94943,3.7262e+05,1.6088e+05,9.1776e+13,78,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,3.2482e+05,9.1046e-13,2.9925e+08,4.2806e+06,4.3055e+06,0.94938,81864,5e+05,9.1776e+13,79,9.1776e+13
2.9202e+06,0.0014984,0.00056013,0.6,1,1000,1.3863,62955,6.9379e-11,2.9021e+08,2.4048e+06,7.639e+06,0.9494,4.6821e+05,2.2816e+05,9.1776e+13,80,9.1776e+13
