mu,beta,c,epsilon,n,d,f,alpha,a,kA,e_T,e_R,g,b_T,b_R,Error,EntryNumber,error2
364060,0.3,0.07935,0.3822,1,1000,1.3863,281470,0.13798,126990,0.33421,1873.3,0.95747,0.99889,0.74287,21413,1,21413
487850,0.3,0.038897,0.0022993,1,1000,1.3863,295720,0.068244,800280,7.4334,1738.7,0.46763,0.65016,0.78397,22435,2,22436
209550,0.3,0.088752,0.3681,1,1000,1.3863,267870,0.13576,743130,0.046922,1434.7,0.6194,0.99887,0.69836,22131,3,22131
438560,0.3,0.00035562,0.50991,1,1000,1.3863,269480,0.0010222,950220,2.1959,1698.5,0.99999,0.56653,0.84397,17725,4,17725
349510,0.3,0.08325,0.071399,1,1000,1.3863,270940,0.15094,276030,58.527,447.62,0.80782,0.79306,0.69757,23758,5,23758
241590,0.3,0.08325,0.32833,1,1000,1.3863,275130,0.051019,505960,84.072,508.56,0.81945,0.93454,0.82,18967,6,18967
341990,0.3,0.08325,0.36963,1,1000,1.3863,281430,0.048705,929260,58.526,1099.4,0.60999,0.51796,0.75065,30061,7,30062
216190,0.3,0.00041626,0.045939,1,1000,1.3863,291720,0.087499,757200,90.784,259.8,0.99996,0.79288,0.89775,13571,8,13571
358560,0.3,7.954E-05,0.59499,1,1000,1.3863,256880,0.072959,11925,99.999,1287,0.99774,0.43759,0.98358,9212.8,9,9212.9
447750,0.3,0.087448,0.33951,1,1000,1.3863,268920,0.1998,450540,100,969.8,0.9987,0.63954,0.82408,21309,10,21309
319930,0.3,0.03629,2.0012E-06,1,1000,1.3863,210670,0.19344,4634.5,42.362,1821.1,0.73208,0.89373,1,6101.4,11,6101.4
243490,0.3,0.069194,0.053714,1,1000,1.3863,218180,0.035181,145540,35.238,1026.5,0.40041,0.92084,0.94391,8343.5,12,8343.5
214900,0.3,0.087462,0.23038,1,1000,1.3863,240180,6.6099E-05,239920,1.5445,935.66,0.99749,0.49488,0.76897,14897,13,14897
321170,0.3,0.082548,0.1439,1,1000,1.3863,233770,0.10576,369250,0.47103,1913.1,0.6414,0.8356,0.83027,12682,14,12682
250700,0.3,0.044458,0.000371,1,1000,1.3863,257520,0.13437,234780,69.302,904.24,0.66223,0.81249,0.99999,8843.2,15,8843.3
387690,0.3,0.08325,0.22109,1,1000,1.3863,254700,0.059264,744690,92.939,1551.4,0.51337,0.81207,0.71011,23592,16,23592
438450,0.3,0.08325,0.49058,1,1000,1.3863,248680,0.087172,446780,81.158,1065.7,0.58381,0.70511,0.90646,19993,17,19993
290370,0.3,0.077351,2.7286E-06,1,1000,1.3863,235070,0.17967,875940,55.226,382.92,0.72116,0.72678,0.95891,9297.6,18,9297.7
255470,0.3,0.055031,0.0025115,1,1000,1.3863,222590,0.00014223,227470,55.824,185.93,0.99885,0.43475,0.99921,6929.3,19,6929.3
4.9639e+05,0.3,0.08325,0.22046,1,1000,1.3863,2.5211e+05,0.046319,4.889e+05,91.329,1592.4,0.77444,0.80748,0.83731,16664,20,16664
3.9613e+05,0.3,0.06239,0.077411,1,1000,1.3863,2.0989e+05,0.047317,3.3536e+05,1.1386e-05,1699,0.92103,1,0.91064,8020.7,21,8020.7
3.4398e+05,0.3,0.185,1.1008e-06,1,1000,1.3863,2.891e+05,1.6285e-08,6.9874e+05,63.955,1994.3,0.87879,0.99646,1,13692,22,13692
2.5038e+05,0.3,0.08325,0.29394,1,1000,1.3863,2.8055e+05,0.11534,1.8292e+05,50.047,942.18,0.54396,0.93191,0.6172,32625,23,32625
4.4519e+05,0.3,4.7424e-07,0.41351,1,1000,1.3863,2.0653e+05,0.1694,44774,100,1218.2,0.4,0.72975,0.99999,8315.9,24,8315.9
2.3995e+05,0.3,0.08325,0.050082,1,1000,1.3863,2.973e+05,0.1298,8.0033e+05,83.138,1606.7,0.67228,0.65943,0.82,18380,25,18380
3.295e+05,0.3,0.050135,0.00045915,1,1000,1.3863,2.0605e+05,0.00029442,5.2688e+05,91.325,224.18,0.95759,0.93807,0.99843,5939.6,26,5939.6
4.2136e+05,0.3,0.08325,0.031606,1,1000,1.3863,2.3724e+05,0.039624,4.8969e+05,54.787,1885.5,0.6037,0.97098,0.82,13925,27,13925
3.9996e+05,0.3,0.067697,0.34081,1,1000,1.3863,2.4177e+05,0.00098343,3.0145e+05,98.886,331,0.96764,0.99899,0.90489,15961,28,15961
4.9447e+05,0.3,0.18139,0.00061645,1,1000,1.3863,2.033e+05,0.043025,8.8188e+05,63.738,645.16,1,0.51634,0.98435,10036,29,10036
3.7489e+05,0.3,1.1823e-07,0.44524,1,1000,1.3863,2.1904e+05,4.7509e-07,4.8202e+05,100,362.36,0.51094,0.87342,1,16829,30,16829
4.639e+05,0.3,0.00046607,0.6,1,1000,1.3863,2.8244e+05,0.19709,7.3025e+05,99.999,685.77,0.66605,0.75048,0.99932,24985,31,24985
4.0997e+05,0.3,0.085959,0.38909,1,1000,1.3863,2.1615e+05,0.074403,4.2289e+05,3.3447,574.91,0.99728,0.74632,0.88545,15053,32,15053
2.9751e+05,0.3,0.041672,0.0015673,1,1000,1.3863,2.5306e+05,0.0281,4.0763e+05,99.968,1019.2,0.90232,0.45037,0.74955,15258,33,15258
4.6262e+05,0.3,5.3647e-06,0.1663,1,1000,1.3863,2.0909e+05,0.054351,1.5366e+05,93.036,2000,0.51866,0.71616,1,7162.3,34,7162.3
2.6722e+05,0.3,8.2101e-07,0.10307,1,1000,1.3863,2.241e+05,0.11814,2.8907e+05,99.995,2000,0.87252,0.78966,1,6382.8,35,6382.8
3.2735e+05,0.3,7.5963e-10,0.14317,1,1000,1.3863,2.6718e+05,0.2,6.0207e+05,25.084,1534.3,0.96782,0.82168,0.65181,21229,36,21229
3.8222e+05,0.3,0.08325,0.20468,1,1000,1.3863,2.4714e+05,0.0071525,1.7587e+05,24.285,1834.8,0.83306,0.68409,0.69163,20443,37,20443
3.6398e+05,0.3,0.10234,0.33259,1,1000,1.3863,2.2691e+05,0.1462,1.8866e+05,0.86884,1350.9,0.59474,0.99999,1,10116,38,10116
3.3504e+05,0.3,0.18326,0.33125,1,1000,1.3863,2.6345e+05,0.15601,2.09e+05,64.503,1830.7,1,0.69889,1,12376,39,12376
3.6222e+05,0.3,0.061576,0.0017467,1,1000,1.3863,2.662e+05,0.021738,8.4193e+05,31.484,238.42,0.76558,0.45141,0.96426,12514,40,12514
4.1611e+05,0.3,0.029032,6.9831e-05,1,1000,1.3863,2.9415e+05,0.047651,4.7973e+05,19.857,205.34,1,0.84273,1,11359,41,11359
4.2999e+05,0.3,0.076909,0.00056565,1,1000,1.3863,2.0927e+05,1.065e-09,4.0527e+05,19.831,265.41,1,1,0.99711,6805.2,42,6805.2
