Population,Hour,SimulationValue,CellValue,RsquareValue,PctContribution
NaiveTCT,432,544032.201912266,919659.994749877,0.166824889802846,0.000185640236705973
NaiveTCT,432,544032.201912266,324431.512914962,0.45816439186155,0.000509838467484934
NaiveTCT,432,544032.201912266,916219.903678334,0.165015444333044,0.000183626712910347
NaiveTCT,432,544032.201912266,422159.338422235,0.0833414840235122,9.27411541517342e-05
NaiveTCT,432,544032.201912266,1328526.37758987,0.348689671922472,0.00038801664013754
NaiveTCT,432,544032.201912266,919659.994749877,0.166824889802846,0.000185640236705973
NaiveTCT,432,544032.201912266,324431.512914962,0.45816439186155,0.000509838467484934
NaiveTCT,432,544032.201912266,916219.903678334,0.165015444333044,0.000183626712910347
NaiveTCT,432,544032.201912266,422159.338422235,0.0833414840235122,9.27411541517342e-05
NaiveTCT,432,544032.201912266,1328526.37758987,0.348689671922472,0.00038801664013754
NaiveTCT,432,544032.201912266,919659.994749877,0.166824889802846,0.000185640236705973
NaiveTCT,432,544032.201912266,324431.512914962,0.45816439186155,0.000509838467484934
