Population,Hour,SimulationValue,CellValue,RsquareValue,PctContribution
NaiveProl,336,13472.0605735101,726079.268584587,0.963235207874218,0.00107187370064875
NaiveProl,432,42701.1011524141,331445.926443858,0.758932319793438,0.000844528509245646
NaiveProl,432,42701.1011524141,233968.256849398,0.668293012613645,0.000743666446878289
NaiveProl,432,42701.1011524141,88974.0864677136,0.27047551901369,0.000300981103192766
NaiveProl,432,42701.1011524141,331445.926443858,0.758932319793438,0.000844528509245646
NaiveProl,432,42701.1011524141,233968.256849398,0.668293012613645,0.000743666446878289
NaiveProl,432,42701.1011524141,88974.0864677136,0.27047551901369,0.000300981103192766
NaiveProl,432,42701.1011524141,331445.926443858,0.758932319793438,0.000844528509245646
NaiveProl,432,42701.1011524141,233968.256849398,0.668293012613645,0.000743666446878289
NaiveProl,432,42701.1011524141,88974.0864677136,0.27047551901369,0.000300981103192766
ActTProl,96,4337.68820056175,19033.0543712693,0.596133938847014,0.00066336891123866
ActTProl,96,4337.68820056175,6954.31499969977,0.14157118044752,0.000157538287482647
ActTProl,96,4337.68820056175,2835.12119503265,0.280882342651926,0.000312561660541507
ActTProl,168,15279.7636157073,5108.10214703116,3.96519590222217,0.00441241056262049
ActTProl,168,15279.7636157073,2664.59965991303,22.4141287541562,0.0249421064950028
ActTProl,216,33459.2313107935,7536.44418231769,11.8312440581805,0.0131656310403227
ActTProl,216,33459.2313107935,9232.12544945089,6.88651788224008,0.00766321387204148
ActTProl,288,100025.879540548,441574.818068375,0.598270078116122,0.000665745974997088
ActTProl,288,100025.879540548,1228504.5482224,0.843787662298794,0.000938954262423586
ActTProl,336,187200.502700324,358346.572130155,0.228101084491497,0.000253827467639473
ActTProl,336,187200.502700324,134550.80254363,0.153115522030666,0.000170384657749352
ActTProl,336,187200.502700324,1012014.25971159,0.664260652757175,0.000739179297274153
ActTProl,336,187200.502700324,1751605.21407001,0.797674615761621,0.000887640355460955
ActTProl,336,187200.502700324,358346.572130155,0.228101084491497,0.000253827467639473
ActTProl,336,187200.502700324,134550.80254363,0.153115522030666,0.000170384657749352
ActTProl,336,187200.502700324,1012014.25971159,0.664260652757175,0.000739179297274153
ActTProl,336,187200.502700324,1751605.21407001,0.797674615761621,0.000887640355460955
ActTProl,336,187200.502700324,358346.572130155,0.228101084491497,0.000253827467639473
ActTProl,336,187200.502700324,134550.80254363,0.153115522030666,0.000170384657749352
ActTProl,336,187200.502700324,1012014.25971159,0.664260652757175,0.000739179297274153
ActTProl,336,187200.502700324,1751605.21407001,0.797674615761621,0.000887640355460955
ActTProl,432,405076.223895782,1777325.04642696,0.596117692130871,0.000663350832136471
ActTProl,432,405076.223895782,94292.2582360189,10.8633840747876,0.0120886109588011
ActTProl,432,405076.223895782,418638.721117401,0.00104954372011277,1.16791651932311e-06
ActTProl,432,405076.223895782,1777325.04642696,0.596117692130871,0.000663350832136471
ActTProl,432,405076.223895782,94292.2582360189,10.8633840747876,0.0120886109588011
ActTProl,432,405076.223895782,418638.721117401,0.00104954372011277,1.16791651932311e-06
ActTProl,432,405076.223895782,1777325.04642696,0.596117692130871,0.000663350832136471
ActTProl,432,405076.223895782,94292.2582360189,10.8633840747876,0.0120886109588011
ActTProl,432,405076.223895782,418638.721117401,0.00104954372011277,1.16791651932311e-06
TregProl,96,515.712789968222,389.305870076964,0.105428928802873,0.000117319731616503
TregProl,96,515.712789968222,77.0136983840354,32.4487155747931,0.0361084442928647
TregProl,96,515.712789968222,91.9326164379649,21.2491727866034,0.0236457609567314
TregProl,168,1202.00147791165,3173.89493634513,0.385995107172373,0.000429529569283756
TregProl,168,1202.00147791165,1542.39369915605,0.0487044640776821,5.41975975569575e-05
TregProl,168,1202.00147791165,645.20818929949,0.744711810676565,0.000828704139862542
TregProl,168,1202.00147791165,1750.74102874951,0.0982400800571179,0.000109320088491411
TregProl,216,2541.2433733913,520.957285053611,15.0390885153414,0.0167352722674025
TregProl,216,2541.2433733913,537.40007185603,13.9037539610933,0.0154718889938384
TregProl,216,2541.2433733913,490.022291556194,17.5223870412654,0.0194986496429784
TregProl,216,2541.2433733913,175.657406275524,181.361266105822,0.201816098358995
TregProl,288,8151.58516489891,41599.6622222998,0.646491324876011,0.000719405855566122
TregProl,288,8151.58516489891,15418.0544922362,0.222120036835233,0.000247171847462108
TregProl,288,8151.58516489891,312652.923811041,0.948535137792318,0.00105551568301227
TregProl,336,17339.3584000543,128359.433527293,0.748078977096164,0.000832451072181224
TregProl,336,17339.3584000543,14374.661900744,0.042536838055284,4.7334355770525e-05
TregProl,336,17339.3584000543,25791.6596046069,0.107396802990581,0.000119509552514603
TregProl,336,17339.3584000543,392905.833181801,0.913685393956851,0.00101673541046179
TregProl,336,17339.3584000543,285724.753416074,0.882311671546804,0.000981823202448755
TregProl,336,17339.3584000543,128359.433527293,0.748078977096164,0.000832451072181224
TregProl,336,17339.3584000543,14374.661900744,0.042536838055284,4.7334355770525e-05
TregProl,336,17339.3584000543,25791.6596046069,0.107396802990581,0.000119509552514603
TregProl,336,17339.3584000543,392905.833181801,0.913685393956851,0.00101673541046179
TregProl,336,17339.3584000543,285724.753416074,0.882311671546804,0.000981823202448755
TregProl,336,17339.3584000543,128359.433527293,0.748078977096164,0.000832451072181224
TregProl,336,17339.3584000543,14374.661900744,0.042536838055284,4.7334355770525e-05
TregProl,336,17339.3584000543,25791.6596046069,0.107396802990581,0.000119509552514603
TregProl,336,17339.3584000543,392905.833181801,0.913685393956851,0.00101673541046179
TregProl,336,17339.3584000543,285724.753416074,0.882311671546804,0.000981823202448755
TregProl,432,68042.6993300852,818242.090766253,0.840600768900645,0.000935407935220923
TregProl,432,68042.6993300852,150884.460930796,0.301446065434077,0.000335444663008022
TregProl,432,68042.6993300852,67287.6797860632,0.000125905667822858,1.40105939856345e-07
TregProl,432,68042.6993300852,818242.090766253,0.840600768900645,0.000935407935220923
TregProl,432,68042.6993300852,150884.460930796,0.301446065434077,0.000335444663008022
TregProl,432,68042.6993300852,67287.6797860632,0.000125905667822858,1.40105939856345e-07
TregProl,432,68042.6993300852,818242.090766253,0.840600768900645,0.000935407935220923
TregProl,432,68042.6993300852,150884.460930796,0.301446065434077,0.000335444663008022
TregProl,432,68042.6993300852,67287.6797860632,0.000125905667822858,1.40105939856345e-07
